ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07643;2020-09-29T11:00:00+02:00;101950;90.0;1;270;3.0;291.25;280.65;50;58370.0;0;;;;0;;;;;101850.0;;;630.0;;;;;281.25;;;4.5;4.5;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;18.100000000000023;;;;;8.100000000000023;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-14T11:00:00+02:00;102480;110.0;1;70;3.6;300.55;290.15;53;19930.0;0;;;;0;;;;;102390.0;;;170.0;;;;;288.65;;;5.2;5.6;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;27.400000000000034;;;;;15.5;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-16T17:00:00+02:00;101600;-210.0;6;210;4.9;297.15;293.05;78;23930.0;0;;;;1;6120.0;;;;101510.0;;;-390.0;;;;;288.65;;;7.3;7.5;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;6120.0;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;24.0;;;;;15.5;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-10-08T08:00:00+02:00;102400;0.0;5;360;1.6;283.15;281.45;89;53170.0;0;;;;0;;;;;102300.0;;;570.0;282.75;;291.75;;282.45;;;1.9;2.9;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;10.0;9.600000000000023;;18.600000000000023;;9.300000000000011;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;10
07643;2020-10-02T05:00:00+02:00;99630;-360.0;8;120;6.7;290.75;288.55;87;60000.0;0;;;100.0;8;1250.0;;;;99540.0;;;-1410.0;;;;;288.45;;;9.2;9.2;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;8.0;;1230.0;;;;;;;;;;43.577, 3.963167;MONTPELLIER;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;17.600000000000023;;;;;15.300000000000011;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;10
07643;2020-10-02T08:00:00+02:00;99030;-600.0;6;130;11.3;291.05;289.95;93;10000.0;0;;;100.0;;250.0;;;;98940.0;;;;289.65;;293.85;;287.15;;;;15.9;-10.0;;;;;;0.0;;0.0;0.0;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;17.900000000000034;16.5;;20.700000000000045;;14.0;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;10
07643;2020-10-03T05:00:00+02:00;99660;190.0;2;250;1.5;282.25;281.15;93;60000.0;0;;;100.0;;2250.0;;;;99560.0;;;;;;;;;;;;4.1;-10.0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En hausse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;9.100000000000023;;;;;;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;10
07643;2020-09-30T14:00:00+02:00;101530;-130.0;8;200;3.6;293.75;284.15;54;19000.0;0;;;;;;;;;101440.0;;;;;;;;;;;;5.7;-10.0;;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;20.600000000000023;;;;;;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-30T02:00:00+02:00;101740;-60.0;8;40;2.5;286.35;283.55;83;60000.0;0;;;100.0;8;6180.0;;;;101640.0;;;-160.0;;;;;284.85;;;3.0;3.5;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;8.0;;6180.0;;;;;;;;;;43.577, 3.963167;MONTPELLIER;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.200000000000045;;;;;11.700000000000045;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-28T08:00:00+02:00;101150;60.0;3;290;7.7;287.65;281.85;68;45000.0;61;;;100.0;;;;;;101050.0;;;;286.85;;288.25;;284.15;;;;11.8;-10.0;;;;;;0.0;;0.2;0.2;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;Pluie, sans congélation, continue, faible au moment de l’observation;14.5;13.700000000000045;;15.100000000000023;;11.0;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-10T23:00:00+02:00;101490;10.0;0;200;1.1;293.85;290.45;81;17680.0;0;;;100.0;8;4260.0;;;;101400.0;;;-620.0;;;;;292.65;;;1.8;2.9;-10.0;;;;;0.0;0.2;0.2;0.2;0.2;;;;;7.0;;4260.0;8.0;;5340.0;;;;;;;43.577, 3.963167;MONTPELLIER;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;20.700000000000045;;;;;19.5;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-15T02:00:00+02:00;102260;-50.0;7;30;2.2;291.85;289.05;84;16260.0;0;;;;0;;;;;102160.0;;;-170.0;;;;;290.55;;;3.2;3.7;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;18.700000000000045;;;;;17.400000000000034;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-12T08:00:00+02:00;101620;80.0;3;320;0.7;291.75;288.85;83;54600.0;0;;;;0;;;;;101530.0;;;310.0;289.75;;299.15;;289.05;;;1.5;2.0;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;18.600000000000023;16.600000000000023;;26.0;;15.900000000000034;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-18T17:00:00+02:00;101760;-50.0;8;150;6.6;297.55;295.95;91;7140.0;0;;;90.0;7;3300.0;;;;101670.0;;;300.0;;;;;294.05;;;8.4;9.1;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;7.0;;3300.0;;;;;;;;;;43.577, 3.963167;MONTPELLIER;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;24.400000000000034;;;;;20.900000000000034;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-24T20:00:00+02:00;100760;-40.0;6;260;2.8;292.75;290.15;85;45880.0;0;;;;5;2250.0;;;;100670.0;;;-250.0;291.05;;298.05;;292.05;;;3.6;8.5;-10.0;;;;;2.2;2.2;2.2;2.2;2.2;;;;;3.0;;2460.0;5.0;;3900.0;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;19.600000000000023;17.900000000000034;;24.900000000000034;;18.900000000000034;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-25T11:00:00+02:00;100880;100.0;1;300;9.8;289.65;279.45;51;60000.0;0;;;;3;1750.0;;;;100790.0;;;-210.0;;;;;287.75;;;14.4;18.0;-10.0;;;;;0.0;0.0;0.0;-0.1;2.4;;;;;2.0;;1800.0;3.0;;5520.0;;;;;;;43.577, 3.963167;MONTPELLIER;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;16.5;;;;;14.600000000000023;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-10-04T23:00:00+02:00;100850;330.0;2;270;4.1;286.85;279.95;63;60000.0;0;;;90.0;;;;;;100750.0;;;;;;;;;;;;9.8;-10.0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En hausse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.700000000000045;;;;;;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;10
07643;2020-10-05T05:00:00+02:00;101000;80.0;3;260;2.3;285.55;281.05;74;60000.0;0;;;100.0;8;1250.0;;;;100900.0;;;520.0;;;;;282.75;;;3.5;3.9;-10.0;;;;;0.0;0.0;0.0;0.0;0.2;;;;;7.0;;1200.0;8.0;;1470.0;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;12.400000000000034;;;;;9.600000000000023;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;10
07643;2020-09-28T05:00:00+02:00;101090;-50.0;7;310;5.5;287.95;281.25;64;60000.0;0;;;100.0;8;2250.0;;;;100990.0;;;340.0;;;;;286.25;;;8.5;11.5;-10.0;;;;;-0.1;-0.1;0.2;0.2;0.2;;;;;8.0;;2340.0;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;14.800000000000011;;;;;13.100000000000023;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-28T14:00:00+02:00;101360;50.0;2;280;11.6;290.85;281.95;56;52280.0;0;;;;4;2940.0;;;;101270.0;;;330.0;;;;;286.15;;;16.3;19.6;-10.0;;;;;0.0;0.0;0.2;0.2;0.4;;;;;4.0;;2940.0;4.0;;3960.0;;;;;;;43.577, 3.963167;MONTPELLIER;En hausse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;17.700000000000045;;;;;13.0;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-28T17:00:00+02:00;101430;70.0;3;300;9.8;291.85;281.25;50;35000.0;0;;;;;1750.0;;;;101340.0;;;;;;;;;;;15.4;17.5;-10.0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;18.700000000000045;;;;;;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-28T20:00:00+02:00;101660;220.0;3;300;5.1;290.25;278.85;47;60000.0;0;;;;;1750.0;;;;101560.0;;;;286.95;;292.55;;;;;;8.7;-10.0;;;;;;0.0;;0.2;;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;17.100000000000023;13.800000000000011;;19.400000000000034;;;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-25T02:00:00+02:00;100770;-20.0;7;220;4.0;290.55;286.25;76;56750.0;0;;;100.0;8;2760.0;;;;100680.0;;;-380.0;;;;;290.35;;;6.0;6.0;-10.0;;;;;0.0;0.0;0.2;2.4;2.4;;;;;6.0;;2760.0;7.0;;3540.0;8.0;;4080.0;;8;;43.577, 3.963167;MONTPELLIER;En baisse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;17.400000000000034;;;;;17.200000000000045;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-25T23:00:00+02:00;101250;230.0;3;300;4.7;287.15;277.45;52;60000.0;0;;;;5;2250.0;;;;101150.0;;;450.0;;;;;286.05;;;7.4;10.8;-10.0;;;;;0.0;0.0;0.0;0.0;-0.1;;;;;3.0;;2160.0;5.0;;6240.0;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;14.0;;;;;12.900000000000034;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-08T14:00:00+02:00;102300;-100.0;8;150;2.8;302.25;285.65;36;19140.0;0;;;;0;;;;;102210.0;;;580.0;;;;;287.65;;;4.3;6.3;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;29.100000000000023;;;;;14.5;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-10T14:00:00+02:00;101730;-100.0;8;330;1.0;296.35;289.45;65;54690.0;0;;;100.0;8;2580.0;;;;101640.0;;;-430.0;;;;;289.05;;;2.2;2.6;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;2580.0;8.0;;3660.0;;8;;;;;43.577, 3.963167;MONTPELLIER;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;23.200000000000045;;;;;15.900000000000034;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-12T14:00:00+02:00;101760;0.0;0;30;3.7;305.85;284.95;28;60000.0;0;;;;0;;;;;101670.0;;;390.0;;;;;289.05;;;6.4;8.6;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;32.700000000000045;;;;;15.900000000000034;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-13T14:00:00+02:00;102310;0.0;4;170;4.0;301.25;288.85;47;60000.0;0;;;;0;;;;;102220.0;;;550.0;;;;;288.25;;;5.6;6.4;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577, 3.963167;MONTPELLIER;Stationnaire, la pression atmosphérique est la même que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;28.100000000000023;;;;;15.100000000000023;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-10-05T20:00:00+02:00;101640;210.0;3;280;5.0;289.95;281.65;58;60000.0;0;;;;5;2820.0;;;;101540.0;;;1120.0;285.55;;293.75;;285.35;;;7.5;13.3;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;5.0;;2820.0;;;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;16.80000000000001;12.400000000000034;;20.600000000000023;;12.200000000000045;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;10
07643;2020-09-19T08:00:00+02:00;101470;-40.0;6;140;10.0;297.15;295.05;88;14490.0;0;;;100.0;8;2700.0;;;;101380.0;;;-210.0;296.75;;297.45;;295.65;;;13.8;14.3;-10.0;;;;;0.0;0.0;0.0;0.4;0.4;;;;;8.0;;2700.0;;9;;;;;;;;43.577, 3.963167;MONTPELLIER;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;24.0;23.600000000000023;;24.30000000000001;;22.5;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
